id,date,client_id,item_id,item_name,quantity,unit_price,tax_percentage,total_product,total
1946,2025-12-26,888,2192,CHURU CHIKEN RECIPE WRAPS CHIKEN RECIPE,1.0,3810.0,5.0,3810.0,4001.0
1945,2025-12-26,888,487,CORREA COLORES TALLA S,1.0,18487.0,19.0,18487.0,70499.0
1945,2025-12-26,888,498,PET HARNESS TALLA M,1.0,40756.0,19.0,40756.0,70499.0
1944,2025-12-26,888,2750,DOGO RES X 50 GR,1.0,6619.0,5.0,6619.0,21450.0
1944,2025-12-26,888,2752,DOGO CERDO X 50 GR,1.0,6666.666667,5.0,6666.666667,21450.0
1944,2025-12-26,888,2751,DOGO POLLO X 50GR,1.0,7143.0,5.0,7143.0,21450.0
1943,2025-12-26,888,1599,HYDRA GROOMERS COLOGNE FOREVER CANDY 130 ML,1.0,39412.0,19.0,39412.0,46900.0
1942,2025-12-26,888,2366,CORBATIN M - MEOW DESIGN,1.0,26890.756303,19.0,26890.756303,40000.0
1942,2025-12-26,888,120,BALL PRIZE GRANDE,1.0,6722.689076,19.0,6722.689076,40000.0
1941,2025-12-26,888,2356,CHEF GUAU RES,2.0,23333.0,5.0,46666.0,48999.0
1940,2025-12-26,813,2356,CHEF GUAU RES,1.0,23333.0,5.0,23333.0,24500.0
1939,2025-12-26,825,381,C MAX VITA ADULTO BUFFET FRANGO Y VEGETAIS 8 KG,1.0,112286.0,5.0,112286.0,117900.0
1938,2025-12-24,1192,92,PELOTA LOCA,1.0,20168.0,19.0,20168.0,95777.0
1938,2025-12-24,1192,2514,PELUCHE DE HALAR,1.0,35294.0,19.0,35294.0,95777.0
1938,2025-12-24,1192,593,BARA PARA GATO X116,1.0,6723.0,19.0,6723.0,95777.0
1938,2025-12-24,1192,2578,ARNES CON TRAILLA RALLAS CON MOÑO L,1.0,18300.0,19.0,18300.0,95777.0
1937,2025-12-24,1191,2742,PELOTA CASCABEL,1.0,5042.016807,19.0,5042.016807,48530.0
1937,2025-12-24,1191,2655,"TRAQUEA 6""",1.0,4761.904762,5.0,4761.904762,48530.0
1937,2025-12-24,1191,2617,PET HARNESS XS,1.0,31537.815126,19.0,31537.815126,48530.0
1936,2025-12-24,888,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,32000.0
1936,2025-12-24,888,2611,JUGUETES PJ0212U,1.0,5042.016807,19.0,5042.016807,32000.0
1936,2025-12-24,888,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1935,2025-12-24,888,2583,JUGUETES DE FELPA COMIDA,2.0,6700.0,19.0,13400.0,15946.0
1934,2025-12-24,888,2349,COBIJA PARA MASCOTAS TALLA M,1.0,25210.084034,19.0,25210.084034,119401.0
1934,2025-12-24,888,2690,GALLETA POLLO Y ZANAHORIA 200 GR - DOWOLF,1.0,10476.190476,5.0,10476.190476,119401.0
1934,2025-12-24,888,497,CORREA COLORES TALLA M,1.0,22017.0,19.0,22017.0,119401.0
1934,2025-12-24,888,508,PET HARNESS TALLA L,1.0,43866.0,19.0,43866.0,119401.0
1933,2025-12-24,888,1598,HYDRA GROOMERS COLOGNE FOREVER VIP X130 ML,1.0,35630.0,19.0,35630.0,42400.0
1932,2025-12-24,888,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,16000.0
1932,2025-12-24,888,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,16000.0
1931,2025-12-24,1190,556,SOBREPUESTO S,1.0,35714.0,19.0,35714.0,42500.0
1930,2025-12-24,1129,1014,JUG VINILO LEPARDO,1.0,6180.0,19.0,6180.0,159186.0
1930,2025-12-24,1129,1762,COMEDERO DOBLE DUO FEED 1,1.0,51261.0,19.0,51261.0,159186.0
1930,2025-12-24,1129,2419,PAÑOLETA XS - SRTA EVA,1.0,16200.0,19.0,16200.0,159186.0
1930,2025-12-24,1129,2348,COBIJA PARA MASCOTA S,1.0,18487.0,19.0,18487.0,159186.0
1930,2025-12-24,1129,2740,POLLO CON SONIDO 17 CMS,2.0,2269.0,19.0,4538.0,159186.0
1930,2025-12-24,1129,978,JUGUETE IMPORT GIGANTE GATILLO,1.0,37104.0,19.0,37104.0,159186.0
1929,2025-12-24,888,487,CORREA COLORES TALLA S,1.0,18487.0,19.0,18487.0,32000.0
1929,2025-12-24,888,2622,PELOTA MACIZA PUNTAS MEDIANA,1.0,8403.361345,19.0,8403.361345,32000.0
1928,2025-12-24,1189,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,26000.0
1928,2025-12-24,1189,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,26000.0
1928,2025-12-24,1189,1389,"TRAQUEA DESHIDRATADA 10"" UND",1.0,8403.361345,19.0,8403.361345,26000.0
1927,2025-12-24,888,2194,CHURU CHICKEN RECIPE WRAPS CHIKEN WITH SALMON RECIPE,1.0,3810.0,5.0,3810.0,4001.0
1926,2025-12-24,888,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,16000.0
1926,2025-12-24,888,2742,PELOTA CASCABEL,1.0,5042.016807,19.0,5042.016807,16000.0
1925,2025-12-24,888,1047,CALCIUM MILK BONE 12 UDS 288 G,4.0,2381.0,5.0,9524.0,30504.0
1925,2025-12-24,888,2541,HUESO BONO,1.0,17230.252101,19.0,17230.252101,30504.0
1924,2025-12-24,1188,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,25000.0
1924,2025-12-24,1188,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,25000.0
1924,2025-12-24,1188,1405,JUGUETE PERRO MINI KONG,1.0,7563.0,19.0,7563.0,25000.0
1923,2025-12-24,888,2582,JUGUETES DE FELPA ANIMALES,1.0,7563.02521,19.0,7563.02521,45622.0
1923,2025-12-24,888,86,TOY MONSTER,1.0,27413.0,19.0,27413.0,45622.0
1923,2025-12-24,888,2194,CHURU CHICKEN RECIPE WRAPS CHIKEN WITH SALMON RECIPE,1.0,3810.0,5.0,3810.0,45622.0
1922,2025-12-24,888,498,PET HARNESS TALLA M,1.0,40756.0,19.0,40756.0,74700.0
1922,2025-12-24,888,497,CORREA COLORES TALLA M,1.0,22017.0,19.0,22017.0,74700.0
1921,2025-12-24,1183,1352,EF MIEDO GOTAS 30 ML,1.0,28000.0,0.0,28000.0,57821.0
1921,2025-12-24,1183,99,TRENZA HUSKY,1.0,25060.0,19.0,25060.0,57821.0
1920,2025-12-24,888,2355,CHEF GUAU ESPECIAL,1.0,22571.0,5.0,22571.0,23700.0
1919,2025-12-24,888,1879,CORREA PERRO ERGOFLEX G18/110 NARANJA,1.0,45635.0,19.0,45635.0,54306.0
1918,2025-12-24,888,2742,PELOTA CASCABEL,1.0,5042.016807,19.0,5042.016807,16000.0
1918,2025-12-24,888,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,16000.0
1917,2025-12-24,1187,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,32000.0
1917,2025-12-24,1187,2742,PELOTA CASCABEL,1.0,5042.016807,19.0,5042.016807,32000.0
1917,2025-12-24,1187,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1916,2025-12-24,888,2582,JUGUETES DE FELPA ANIMALES,2.0,7500.0,19.0,15000.0,61090.0
1916,2025-12-24,888,172,KONG PERRO PELUCHE COZIE RINOCERONTE SMALL,1.0,25636.0,19.0,25636.0,61090.0
1916,2025-12-24,888,2739,SNACK TOY,1.0,10700.0,19.0,10700.0,61090.0
1915,2025-12-24,888,2705,COLLAR IMPORT EXTREME SOLIDO TALLA M AZUL/CELESTE,1.0,24286.0,19.0,24286.0,63901.0
1915,2025-12-24,888,2140,PLACA IDENT HUESO XL ALUMINIO AZUL BASIC,1.0,29412.0,19.0,29412.0,63901.0
1914,2025-12-23,1186,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,16000.0
1914,2025-12-23,1186,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,16000.0
1913,2025-12-23,888,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,16000.0
1913,2025-12-23,888,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,16000.0
1912,2025-12-23,888,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,32000.0
1912,2025-12-23,888,2743,JUGUETE TRES ANILLOS,1.0,5042.016807,19.0,5042.016807,32000.0
1912,2025-12-23,888,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1911,2025-12-23,888,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1911,2025-12-23,888,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,32000.0
1911,2025-12-23,888,2743,JUGUETE TRES ANILLOS,1.0,5042.016807,19.0,5042.016807,32000.0
1910,2025-12-23,1185,1409,GALLETAS MIXTAS 200 GR DOWOLF,1.0,9523.809524,5.0,9523.809524,26000.0
1910,2025-12-23,1185,2742,PELOTA CASCABEL,1.0,5042.016807,19.0,5042.016807,26000.0
1910,2025-12-23,1185,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,26000.0
1909,2025-12-23,1184,1409,GALLETAS MIXTAS 200 GR DOWOLF,1.0,9523.809524,5.0,9523.809524,42000.0
1909,2025-12-23,1184,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,42000.0
1909,2025-12-23,1184,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,42000.0
1909,2025-12-23,1184,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,42000.0
1908,2025-12-23,1183,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,26000.0
1908,2025-12-23,1183,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,26000.0
1908,2025-12-23,1183,1409,GALLETAS MIXTAS 200 GR DOWOLF,1.0,9523.809524,5.0,9523.809524,26000.0
1907,2025-12-23,1182,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,26000.0
1907,2025-12-23,1182,1409,GALLETAS MIXTAS 200 GR DOWOLF,1.0,9523.809524,5.0,9523.809524,26000.0
1907,2025-12-23,1182,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,26000.0
1906,2025-12-23,888,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,26000.0
1906,2025-12-23,888,1409,GALLETAS MIXTAS 200 GR DOWOLF,1.0,9523.809524,5.0,9523.809524,26000.0
1906,2025-12-23,888,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,26000.0
1905,2025-12-23,888,2366,CORBATIN M - MEOW DESIGN,1.0,26974.789916,19.0,26974.789916,48100.0
1905,2025-12-23,888,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,48100.0
1905,2025-12-23,888,2584,JUGUETES DE FELPA FORMA DE COMIDA,1.0,5042.016807,19.0,5042.016807,48100.0
1903,2025-12-23,1181,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,26000.0
1903,2025-12-23,1181,2690,GALLETA POLLO Y ZANAHORIA 200 GR - DOWOLF,1.0,9523.809524,5.0,9523.809524,26000.0
1903,2025-12-23,1181,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,26000.0
1902,2025-12-23,1180,1409,GALLETAS MIXTAS 200 GR DOWOLF,2.0,9523.809524,5.0,19047.619048,52000.0
1902,2025-12-23,1180,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,52000.0
1902,2025-12-23,1180,2583,JUGUETES DE FELPA COMIDA,2.0,5042.016807,19.0,10084.033614,52000.0
1901,2025-12-23,1179,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,26000.0
1901,2025-12-23,1179,1409,GALLETAS MIXTAS 200 GR DOWOLF,1.0,9523.809524,5.0,9523.809524,26000.0
1901,2025-12-23,1179,2584,JUGUETES DE FELPA FORMA DE COMIDA,1.0,5042.016807,19.0,5042.016807,26000.0
1900,2025-12-23,888,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1900,2025-12-23,888,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,32000.0
1900,2025-12-23,888,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,32000.0
1899,2025-12-23,1178,267,CARGADOR SENY,1.0,114286.0,19.0,114286.0,136000.0
1898,2025-12-23,888,2513,TAMALDOG,4.0,9524.0,5.0,38096.0,64001.0
1898,2025-12-23,888,2584,JUGUETES DE FELPA FORMA DE COMIDA,1.0,5042.016807,19.0,5042.016807,64001.0
1898,2025-12-23,888,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,64001.0
1898,2025-12-23,888,2741,JUGUETE LAZO PELOTA,2.0,5042.016807,19.0,10084.033614,64001.0
1897,2025-12-23,1177,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,16000.0
1897,2025-12-23,1177,2584,JUGUETES DE FELPA FORMA DE COMIDA,1.0,5042.016807,19.0,5042.016807,16000.0
1896,2025-12-23,833,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1896,2025-12-23,833,2584,JUGUETES DE FELPA FORMA DE COMIDA,1.0,5042.016807,19.0,5042.016807,32000.0
1896,2025-12-23,833,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,32000.0
1895,2025-12-23,1021,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,16000.0
1895,2025-12-23,1021,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,16000.0
1894,2025-12-23,888,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1894,2025-12-23,888,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,32000.0
1894,2025-12-23,888,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,32000.0
1893,2025-12-23,1176,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1893,2025-12-23,1176,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,32000.0
1893,2025-12-23,1176,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,32000.0
1892,2025-12-23,888,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,16000.0
1892,2025-12-23,888,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,16000.0
1891,2025-12-23,1175,2513,TAMALDOG,1.0,9524.0,5.0,9524.0,16000.0
1891,2025-12-23,1175,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,16000.0
1890,2025-12-23,888,2366,CORBATIN M - MEOW DESIGN,1.0,26974.789916,19.0,26974.789916,32100.0
1889,2025-12-23,888,1279,COLLAR AJUSTABLE MYLU S 916,1.0,20924.0,19.0,20924.0,24900.0
1888,2025-12-23,888,91,TOY DONUT,1.0,16000.0,19.0,16000.0,19040.0
1887,2025-12-23,1174,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1887,2025-12-23,1174,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,32000.0
1887,2025-12-23,1174,2584,JUGUETES DE FELPA FORMA DE COMIDA,1.0,5042.016807,19.0,5042.016807,32000.0
1886,2025-12-23,813,2513,TAMALDOG,2.0,9524.0,5.0,19048.0,32000.0
1886,2025-12-23,813,2741,JUGUETE LAZO PELOTA,1.0,5042.016807,19.0,5042.016807,32000.0
1886,2025-12-23,813,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,32000.0
1885,2025-12-23,1173,2513,TAMALDOG,4.0,9524.0,5.0,38096.0,64001.0
1885,2025-12-23,1173,2741,JUGUETE LAZO PELOTA,2.0,5042.016807,19.0,10084.033614,64001.0
1885,2025-12-23,1173,2583,JUGUETES DE FELPA COMIDA,1.0,5042.016807,19.0,5042.016807,64001.0
1885,2025-12-23,1173,2743,JUGUETE TRES ANILLOS,1.0,5042.016807,19.0,5042.016807,64001.0
1884,2025-12-23,888,432,HUESO GRANDE,1.0,5880.0,19.0,5880.0,25998.0
1884,2025-12-23,888,593,BARA PARA GATO X116,1.0,6723.0,19.0,6723.0,25998.0
1884,2025-12-23,888,2644,NAT CAT POLLO-SALMON-PAVO,2.0,5238.095238,5.0,10476.190476,25998.0
1883,2025-12-23,888,2681,ARNES DE CAMINATA PECHERA TOBY S 5QC,1.0,50336.134454,19.0,50336.134454,59900.0
1882,2025-12-23,888,1352,EF MIEDO GOTAS 30 ML,1.0,28000.0,0.0,28000.0,28000.0
1881,2025-12-23,888,2366,CORBATIN M - MEOW DESIGN,1.0,26974.789916,19.0,26974.789916,83295.0
1881,2025-12-23,888,2275,CORREA PERRO REFLECTIVE BONES AZUL OSCURO TALLA M,1.0,43021.0,19.0,43021.0,83295.0
1880,2025-12-23,888,2679,ARNES DE CAMINATA PECHERA TOBY XS 5QC,1.0,41932.773109,19.0,41932.773109,137550.0
1880,2025-12-23,888,654,COLLAR AJUSTABLE MEOW 9IL,1.0,16723.0,19.0,16723.0,137550.0
1880,2025-12-23,888,2688,CORREA MANIJA SENCILLA ODYE L 5QC,1.0,41932.773109,19.0,41932.773109,137550.0
1880,2025-12-23,888,2342,COCA MASCOTA,2.0,7500.0,19.0,15000.0,137550.0
1879,2025-12-23,888,2644,NAT CAT POLLO-SALMON-PAVO,2.0,4761.904762,5.0,9523.809524,10000.0
1878,2025-12-23,888,2348,COBIJA PARA MASCOTA S,1.0,18487.0,19.0,18487.0,22000.0
1877,2025-12-23,1172,1598,HYDRA GROOMERS COLOGNE FOREVER VIP X130 ML,1.0,35630.0,19.0,35630.0,42400.0
1876,2025-12-23,709,2358,CHEF GUAU PAVO,1.0,26190.47619,5.0,26190.47619,76900.0
1876,2025-12-23,709,2357,CHEF GUAU POLLO,1.0,24476.190476,5.0,24476.190476,76900.0
1876,2025-12-23,709,2355,CHEF GUAU ESPECIAL,1.0,22571.0,5.0,22571.0,76900.0
1875,2025-12-23,888,891,COMEDERO PERRO GUSTO 350 ML GRIS,1.0,5756.0,19.0,5756.0,6850.0
1874,2025-12-23,888,1017,JUG VINILO JIRAFA,1.0,6180.0,19.0,6180.0,16274.0
1874,2025-12-23,888,892,COMEDERO PERRO GUSTO 700 ML GRIS,1.0,7496.0,19.0,7496.0,16274.0
1873,2025-12-23,888,2355,CHEF GUAU ESPECIAL,1.0,22571.0,5.0,22571.0,48199.0
1873,2025-12-23,888,2356,CHEF GUAU RES,1.0,23333.0,5.0,23333.0,48199.0
1872,2025-12-22,1171,2699,COLLAR IMPORT EXTREME SOLIDO TALLA M ROSADO,1.0,24286.0,19.0,24286.0,57801.0
1872,2025-12-22,1171,2702,COLLAR IMPORT EXTREME SOLIDO TALLA M FUCSIA,1.0,24286.0,19.0,24286.0,57801.0
1871,2025-12-22,1171,2073,PLACA IDENT HUESO GRANDE LATON CROMADO BASIC,1.0,29411.764706,19.0,29411.764706,70000.0
1871,2025-12-22,1171,2074,PLACA IDENT HUESO GRANDE LATON DORADO BASIC,1.0,29411.764706,19.0,29411.764706,70000.0
1870,2025-12-22,888,2367,CORBATIN L - MEOW DESIGN,1.0,28571.428571,19.0,28571.428571,124786.0
1870,2025-12-22,888,1645,PINK LED LEASH LARGE,1.0,46879.0,19.0,46879.0,124786.0
1870,2025-12-22,888,2097,PLACA IDENT CORAZON GRANDE ALUMINIO ROJO BASIC,1.0,29412.0,19.0,29412.0,124786.0
1869,2025-12-22,888,633,CEPILLO DE DIENTES DOBLE,1.0,3000.0,19.0,3000.0,3570.0
1868,2025-12-22,888,2367,CORBATIN L - MEOW DESIGN,1.0,28487.394958,19.0,28487.394958,98100.0
1868,2025-12-22,888,2366,CORBATIN M - MEOW DESIGN,2.0,26974.789916,19.0,53949.579832,98100.0
1867,2025-12-21,1170,663,COLLAR T XXS 10 MM 13-20 CMS LILA NYLON,1.0,13963.0,19.0,13963.0,121615.0
1867,2025-12-21,1170,2118,PLACA IDENT HUESO PEQUEÑO ALUMINIO MORADO BASIC,1.0,21008.0,19.0,21008.0,121615.0
1867,2025-12-21,1170,14,COJINES ESTAMPADOS,2.0,33613.445378,19.0,67226.890756,121615.0
1866,2025-12-21,154,2706,COLLAR IMPORT EXTREME SOLIDO TALLA M FUCSIA/ROSA,1.0,24286.0,19.0,24286.0,41800.0
1866,2025-12-21,154,2744,MASTICABLE DE MADERA DE CAFE - XS,1.0,12900.0,0.0,12900.0,41800.0
1865,2025-12-21,888,2365,CORBATIN S - MEOW DESIGN,1.0,23529.411765,19.0,23529.411765,28000.0
1864,2025-12-21,888,321,TOW LOWLAND CREEK FELINE X 5 LB,1.0,90190.0,5.0,90190.0,94700.0
1863,2025-12-21,785,2355,CHEF GUAU ESPECIAL,2.0,22571.0,5.0,45142.0,98799.0
1863,2025-12-21,785,2357,CHEF GUAU POLLO,2.0,24476.190476,5.0,48952.380952,98799.0
1862,2025-12-20,1169,2365,CORBATIN S - MEOW DESIGN,1.0,23277.310924,19.0,23277.310924,27700.0
1860,2025-12-20,888,522,SET ARNES MICHI G,1.0,34453.781513,19.0,34453.781513,41000.0
1859,2025-12-20,662,2059,PLACA IDENT BULLODOG FRANCEZ NEGRO,2.0,42016.806723,19.0,84033.613446,139800.0
1859,2025-12-20,662,2585,COLLAR AJUSTABLE MICHI 6HF,1.0,16722.689076,19.0,16722.689076,139800.0
1859,2025-12-20,662,2630,COLLAR AJUSTABLE MICHI 9I6,1.0,16722.689076,19.0,16722.689076,139800.0
1858,2025-12-20,888,927,SIMPARICA 10 MG CAJA 1 TABLETA,1.0,38900.0,0.0,38900.0,38900.0
1857,2025-12-19,785,2355,CHEF GUAU ESPECIAL,1.0,22571.0,5.0,22571.0,75100.0
1857,2025-12-19,785,2357,CHEF GUAU POLLO,2.0,24476.190476,5.0,48952.380952,75100.0
1856,2025-12-19,1168,508,PET HARNESS TALLA L,1.0,43866.0,19.0,43866.0,78401.0
1856,2025-12-19,1168,497,CORREA COLORES TALLA M,1.0,22017.0,19.0,22017.0,78401.0
1855,2025-12-19,888,2194,CHURU CHICKEN RECIPE WRAPS CHIKEN WITH SALMON RECIPE,1.0,3810.0,5.0,3810.0,4001.0
1854,2025-12-19,888,2655,"TRAQUEA 6""",1.0,4761.904762,5.0,4761.904762,37100.0
1854,2025-12-19,888,2366,CORBATIN M - MEOW DESIGN,1.0,26974.789916,19.0,26974.789916,37100.0
1853,2025-12-19,888,2588,COLLAR AJUSTABLE MYLU XS N01,1.0,20924.369748,19.0,20924.369748,24900.0
1852,2025-12-19,888,2377,CARGADOR MASCOTA FUCSIA,1.0,76470.588235,19.0,76470.588235,91000.0
1851,2025-12-18,898,1372,NN LAMB MEAL RICE X 1 KILO,1.0,29524.0,5.0,29524.0,153200.0
1851,2025-12-18,898,498,PET HARNESS TALLA M,1.0,40756.0,19.0,40756.0,153200.0
1851,2025-12-18,898,2740,POLLO CON SONIDO 17 CMS,2.0,2100.840336,19.0,4201.680672,153200.0
1851,2025-12-18,898,2708,CORREA IMPORT EXTREME SOLIDO FUCSIA,1.0,35714.0,19.0,35714.0,153200.0
1851,2025-12-18,898,497,CORREA COLORES TALLA M,1.0,22017.0,19.0,22017.0,153200.0
1850,2025-12-18,888,2075,PLACA IDENT HUESO GRANDE ALUMINIO AZUL BASIC,1.0,25210.0,19.0,25210.0,30000.0
1849,2025-12-18,888,2221,C MAX R. PEQ. PERFORMANCE POLLO 2KG,1.0,43690.0,5.0,43690.0,45875.0
1848,2025-12-18,888,1958,COMEDERO GLAM GRIS M,2.0,17193.0,19.0,34386.0,40919.0
1847,2025-12-18,888,931,SIMPARICA TRIO GOLD 1.3-2.5 KG X 1 TAB,1.0,36500.0,0.0,36500.0,101080.0
1847,2025-12-18,888,2355,CHEF GUAU ESPECIAL,1.0,22571.0,5.0,22571.0,101080.0
1847,2025-12-18,888,2556,TOW HIGH PRAIRIE PUPPY 1KG,1.0,38933.333333,5.0,38933.333333,101080.0
1846,2025-12-18,888,2365,CORBATIN S - MEOW DESIGN,1.0,23529.411765,19.0,23529.411765,28000.0
1845,2025-12-17,888,2096,PLACA IDENT CORAZON GRANDE ALUMINIO ROSA BASIC,1.0,29412.0,19.0,29412.0,69900.0
1845,2025-12-17,888,2603,COLLAR AJUSTABLE MYLU L P56,1.0,29327.731092,19.0,29327.731092,69900.0
1844,2025-12-17,888,633,CEPILLO DE DIENTES DOBLE,1.0,2521.008403,19.0,2521.008403,3000.0
1843,2025-12-17,888,1373,COUNTRY VALUE GATOS (2 KG),1.0,34571.0,5.0,34571.0,69300.0
1843,2025-12-17,888,184,KONG PERRO SPORTS BALLS PELOTAS M X3,1.0,15126.05042,19.0,15126.05042,69300.0
1843,2025-12-17,888,253,CORTA UÑAS PLUS,1.0,12605.042017,19.0,12605.042017,69300.0
1842,2025-12-17,154,2071,PLACA IDENT HUESO PEQUEÑO ALUMINIO ROSA BASIC,1.0,21008.0,19.0,21008.0,25000.0
1841,2025-12-17,888,2356,CHEF GUAU RES,1.0,23333.0,5.0,23333.0,24500.0
1840,2025-12-17,888,2410,PAQUETE MOÑOS PEQUEÑO - SRTA EVA,1.0,10050.0,19.0,10050.0,11960.0
1839,2025-12-17,888,927,SIMPARICA 10 MG CAJA 1 TABLETA,1.0,38900.0,0.0,38900.0,38900.0
1838,2025-12-17,888,2724,PAÑITOS MISTY PET,1.0,8487.394958,19.0,8487.394958,29600.0
1838,2025-12-17,888,2725,TAPETES ABSORBENTES MISTY PET,1.0,16386.554622,19.0,16386.554622,29600.0
1836,2025-12-16,888,285,DN INDOOR CAT X 6 LBS,1.0,83220.0,5.0,83220.0,87381.0
1835,2025-12-16,888,2356,CHEF GUAU RES,1.0,23333.0,5.0,23333.0,24500.0
1834,2025-12-16,1166,2685,ARNES DE CAMINATA PECHERA TOBY M 8C6,1.0,58739.495798,19.0,58739.495798,69900.0
1833,2025-12-16,1165,2552,FRONT NUNBELL TALLA M,1.0,41176.470588,19.0,41176.470588,144800.0
1833,2025-12-16,1165,88,TRENZA GOLDEN,1.0,16806.722689,19.0,16806.722689,144800.0
1833,2025-12-16,1165,2735,RENOVAPET ENJUAGUE BUCAR X 60 ML,1.0,30252.10084,19.0,30252.10084,144800.0
1833,2025-12-16,1165,660,CORREA TL XL NARANJA CLASSIC,1.0,33445.0,19.0,33445.0,144800.0
1832,2025-12-16,888,2191,INABA DOG SNACKS CHURU - POLLO Y SALMON 56 GR,1.0,13333.333333,5.0,13333.333333,28000.0
1832,2025-12-16,888,2208,INABA CAT SNACK CHURU - ATUN Y VIERA 56 GR,1.0,13333.0,5.0,13333.0,28000.0
1831,2025-12-16,751,1552,C MAX VITA ADULTOS RAZAS PEQUEÑAS BUFFET FRANGO Y VEGETALES 10 KG,1.0,160874.0,5.0,160874.0,291618.0
1831,2025-12-16,751,2657,F MAX VITA GATO CASTRADO SLECTION FRANGO 3 KG,2.0,58428.571429,5.0,116857.142858,291618.0
1830,2025-12-16,722,442,C MAX ADULT PERFORMANCE POLLO 22 KG,1.0,332273.0,5.0,332273.0,348887.0
1829,2025-12-15,888,1441,PATAS DE POLLO POR UNIDAD,10.0,950.0,5.0,9500.0,9975.0
1828,2025-12-15,888,2365,CORBATIN S - MEOW DESIGN,1.0,23277.310924,19.0,23277.310924,27700.0
1827,2025-12-15,785,2355,CHEF GUAU ESPECIAL,3.0,22571.0,5.0,67713.0,71099.0
1826,2025-12-15,888,2715,SHED - X DERMAPLEX DOG 16 OZ,1.0,64286.0,5.0,64286.0,67500.0
1825,2025-12-15,888,2366,CORBATIN M - MEOW DESIGN,1.0,26974.789916,19.0,26974.789916,32100.0
1824,2025-12-15,888,2356,CHEF GUAU RES,1.0,23333.0,5.0,23333.0,24500.0
